duration,gross,movie_title,budget,movie_facebook_likes
86,181395380,Liar Liar,45000000,0
127,14946229,The Infiltrator,25000000,0
140,,Inchon,48000000,115
91,130512915,The Flintstones,45000000,0
98,139852971,Taken 2,45000000,63000
84,110000082,Scary Movie 3,48000000,0
109,106807667,Miss Congeniality,45000000,0
93,101702060,Journey to the Center of the Earth,45000000,0
113,95149435,The Princess Diaries 2: Royal Engagement,40000000,1000
141,100768056,The Pelican Brief,45000000,0
119,92115211,The Client,45000000,1000
97,93452056,The Bucket List,45000000,22000
117,83287363,Patriot Games,45000000,0
101,82931301,Monster-in-Law,60000000,0
153,60962878,Prisoners,46000000,86000
122,76261036,Training Day,45000000,0
102,71423726,Galaxy Quest,45000000,19000
83,71277420,Scary Movie 2,45000000,0
103,88625922,The Muppets,45000000,26000
110,70001065,Blade,45000000,0
136,67253092,Coach Carter,30000000,0
91,66790248,Changing Lanes,45000000,0
89,65557989,Anaconda,45000000,0
107,60786269,Coyote Ugly,45000000,0
129,59365105,Love Actually,45000000,52000
95,162792677,A Bug's Life,120000000,0
122,31598308,From Hell,35000000,0
110,57362581,The Specialist,45000000,0
135,53854588,Tin Cup,45000000,1000
111,,"Yours, Mine and Ours",2500000,0
95,52580895,Kicking & Screaming,45000000,743
109,51019112,The Hitchhiker's Guide to the Galaxy,50000000,10000
93,48114556,Fat Albert,26000000,531
94,50648679,Resident Evil: Extinction,45000000,0
117,46280507,Blended,40000000,12000
112,38360195,Last Holiday,45000000,0
111,46815748,The River Wild,45000000,0
96,35617599,The Indian in the Cupboard,45000000,0
141,47307550,Savages,45000000,28000
94,32003620,Cellular,25000000,2000
87,27972410,Johnny English,35000000,2000
88,28133159,The Ant Bully,50000000,593
177,27400000,Dune,40000000,11000
133,24343673,Across the Universe,45000000,14000
119,22877808,Revolutionary Road,35000000,0
102,36883539,16 Blocks,52000000,0
101,22531698,Babylon A.D.,70000000,0
91,20400913,The Glimmer Man,45000000,451
117,20101861,Multiplicity,45000000,0
86,25200412,Aliens in the Attic,45000000,916
124,19719930,The Pledge,45000000,0
134,19377727,The Producers,45000000,0
95,13401683,Dredd,35000000,46000
100,17300889,The Phantom,45000000,0
220,15527125,All the Pretty Horses,57000000,652
212,13560960,Nixon,50000000,915
128,15523168,The Ghost Writer,45000000,15000
106,11146409,Deep Rising,45000000,0
160,7916887,Miracle at St. Anna,45000000,0
114,6565495,Curse of the Golden Flower,45000000,0
99,15279680,Bangkok Dangerous,40000000,0
74,7262288,Big Trouble,40000000,892
139,4584886,Love in the Time of Cholera,45000000,0
52,,The Returned            ,,17000
103,2154540,Shadow Conspiracy,45000000,68
101,8129455,Johnny English Reborn,45000000,17000
91,,Foodfight!,65000000,0
130,136019448,Argo,44500000,89000
130,183875760,The Fugitive,44000000,0
110,67061228,The Bounty Hunter,40000000,0
147,53300852,Sleepers,44000000,0
96,150415432,Rambo: First Blood Part II,44000000,0
118,44834712,The Juror,44000000,353
88,84300000,Pinocchio,2600000,0
325,1500000,Heaven's Gate,44000000,1000
102,62318875,Underworld: Evolution,50000000,0
110,5773519,Victor Frankenstein,40000000,11000
136,51768623,Finding Forrester,43000000,0
103,37035515,28 Days,43000000,0
103,24520892,Unleashed,45000000,0
90,24430272,The Sweetest Thing,43000000,0
154,158348400,The Firm,42000000,0
99,31136950,Charlie St. Cloud,44000000,0
93,29113588,The Mechanic,40000000,16000
109,138447667,21 Jump Street,42000000,39000
124,116006080,Notting Hill,42000000,11000
84,106793915,Chicken Run,45000000,0
90,87856565,Along Came Polly,42000000,0
117,70100000,Boomerang,40000000,0
123,159578352,The Heat,43000000,24000
251,57750000,Cleopatra,31115000,0
105,45290318,Here Comes the Boom,42000000,17000
115,41543207,High Crimes,42000000,893
122,41252428,The Mirror Has Two Faces,42000000,0
119,35228696,The Mothman Prophecies,32000000,0
81,59992760,Brüno,42000000,0
133,34667015,Licence to Kill,32000000,0
100,37652565,Red Riding Hood,42000000,20000
120,24375436,15 Minutes,42000000,748
104,20915465,Super Mario Bros.,42000000,0
122,24127895,Lord of War,50000000,10000
80,84961,Hero,31000000,0
91,26404753,One for the Money,40000000,19000
112,6105175,The Interview,44000000,50000
100,5664251,The Warrior's Way,45000000,0
30,,McHale's Navy            ,,455
105,1260917,Micmacs,27000000,0
110,116724075,8 Mile,41000000,0
101,,Animal Kingdom: Let's go Ape,,161
144,56083966,A Knight's Tale,65000000,0
108,22108977,The Medallion,41000000,505
107,293501675,The Sixth Sense,40000000,14000
102,18600911,Man on a Ledge,42000000,11000
100,7204138,The Big Year,41000000,11000
126,90800000,The Karate Kid,8000000,0
138,150117807,American Hustle,40000000,63000
108,163947053,The Proposal,40000000,10000
105,116735231,Double Jeopardy,70000000,0
108,118500000,Back to the Future Part II,40000000,12000
89,126546825,Lucy,40000000,83000
129,166147885,Fifty Shades of Grey,40000000,101000
84,111760631,Spy Kids 3-D: Game Over,38000000,681
149,108706165,A Time to Kill,40000000,0
94,138614544,Cheaper by the Dozen,40000000,0
121,125069696,Lone Survivor,40000000,58000
128,107458785,A League of Their Own,40000000,0
134,102310175,The Conjuring 2,40000000,40000
120,96917897,The Social Network,40000000,74000
129,93952276,He's Just Not That Into You,40000000,12000
89,90703745,Scary Movie 4,45000000,1000
116,89138076,Scream 3,40000000,0
118,87666629,Back to the Future Part III,40000000,0
107,90353764,Get Hard,40000000,14000
155,82522790,Bram Stoker's Dracula,40000000,14000
123,94125426,Julie & Julia,40000000,13000
128,95001343,42,40000000,28000
139,81292135,The Talented Mr. Ripley,40000000,0
109,86208010,Dumb and Dumber To,35000000,55000
120,81593527,Eight Below,40000000,11000
121,75274748,The Intern,35000000,54000
102,90835030,Ride Along 2,40000000,0
117,72455275,The Last of the Mohicans,40000000,0
178,75305995,Ray,40000000,0
147,74098862,Sin City,40000000,13000
90,72266306,Vantage Point,40000000,0
105,71347010,"I Love You, Man",40000000,0
114,70836296,Shallow Hal,40000000,0
206,70405498,JFK,40000000,0
99,70163652,Big Momma's House 2,40000000,663
123,66808615,The Mexican,34000000,2000
137,115603980,Unbroken,65000000,35000
102,64149837,17 Again,20000000,0
109,83906114,The Other Woman,40000000,16000
82,66466372,The Final Destination,40000000,0
142,72306065,Bridge of Spies,40000000,55000
106,59068786,Behind Enemy Lines,40000000,0
114,60923325,Get Him to the Greek,,12000
106,57887882,Shall We Dance,50000000,0
108,53955614,Small Soldiers,40000000,0
98,54967359,Spawn,40000000,0
131,54228104,The Count of Monte Cristo,35000000,0
118,57981889,The Lincoln Lawyer,40000000,25000
113,61094903,Unknown,30000000,29000
130,53082743,The Prestige,40000000,49000
116,54414716,Horrible Bosses 2,42000000,12000
89,57011847,Escape from Planet Earth,40000000,0
139,50859889,Apocalypto,40000000,14000
130,51185897,The Living Daylights,30000000,0
107,52000688,Predators,40000000,17000
116,49851591,Legal Eagles,40000000,263
96,47781388,Secret Window,40000000,0
99,52320979,The Lake House,40000000,0
104,47806295,The Skeleton Key,43000000,0
105,51853450,The Odd Life of Timothy Green,25000000,11000
101,46012734,Made of Honor,40000000,3000
134,47034272,Jersey Boys,40000000,16000
135,45856732,The Rainmaker,40000000,0
98,59588068,Gothika,40000000,0
155,44175394,Amistad,36000000,0
106,45500797,Medicine Man,40000000,694
102,41797066,Aliens vs. Predator: Requiem,40000000,0
95,38087756,Ri¢hie Ri¢h,40000000,0
103,37752931,Autumn in New York,40000000,0
95,50562555,Music and Lyrics,,0
109,37371385,Paul,40000000,42000
95,37101011,The Guilt Trip,40000000,0
111,38176892,Scream 4,40000000,26000
123,36283504,8MM,40000000,0
140,35183792,The Doors,38000000,0
94,38543473,Sex Tape,40000000,0
94,36037909,Hanging Up,60000000,390
92,42575718,Final Destination 5,40000000,20000
102,33864342,Mickey Blue Eyes,40000000,445
123,33508922,Pay It Forward,40000000,16000
104,42071069,Fever Pitch,30000000,0
30,,Arthur            ,,301
102,32853640,Drillbit Taylor,40000000,702
136,42615685,A Million Ways to Die in the West,40000000,24000
93,32055248,The Shadow,25000000,0
129,31836745,Extremely Loud & Incredibly Close,40000000,39000
107,30993544,Morning Glory,40000000,0
117,30981850,Get Rich or Die Tryin',40000000,0
116,30199105,The Art of War,40000000,470
135,29077547,Rent,40000000,3000
107,29374178,Bless the Child,40000000,394
90,28535768,The Out-of-Towners,40000000,279
99,27663982,The Island of Dr. Moreau,40000000,0
104,27053815,The Musketeer,40000000,299
115,26814957,The Other Boleyn Girl,35000000,0
119,25178165,Sweet November,40000000,8000
99,25117498,The Reaping,40000000,0
112,32645,Mean Streets,500000,0
128,24332324,Renaissance Man,40000000,680
112,36665854,Colombiana,40000000,15000
86,22717758,The Magic Sword: Quest for Camelot,40000000,0
108,22433915,City by the Sea,60000000,416
128,22326247,At First Sight,60000000,0
84,21176322,Torque,40000000,0
111,20300000,City Hall,40000000,309
131,20302961,Showgirls,45000000,0
123,15962471,Marie Antoinette,40000000,0
101,14942422,Kiss of Death,40000000,555
102,14967182,Get Carter,40000000,604
114,18996755,The Impossible,45000000,54000
107,14375181,Ishtar,51000000,754
87,20999103,Fantastic Mr. Fox,40000000,15000
103,14448589,Life or Something Like It,40000000,835
99,14358033,Memoirs of an Invisible Man,40000000,630
122,33201661,Amélie,77000000,39000
91,14018364,New York Minute,30000000,849
103,13395939,Alfie,60000000,0
107,20113965,Big Miracle,40000000,0
106,13376506,The Deep End of the Ocean,40000000,579
101,13208023,Feardotcom,42000000,612
109,13838130,Cirque du Freak: The Vampire's Assistant,40000000,0
110,5773519,Victor Frankenstein,40000000,11000
89,9652000,Duplex,40000000,0
100,12081447,Soul Men,,866
119,7000000,Raise the Titanic,36000000,328
83,10431220,Universal Soldier: The Return,24000000,401
108,10326062,Pandorum,33000000,10000
102,6114237,Impostor,40000000,892
93,4835968,Extreme Ops,40000000,158
84,4777007,Just Visiting,40000000,565
107,3675072,Sunshine,26000000,15000
91,18438149,A Thousand Words,40000000,0
94,511920,Delgo,40000000,211
115,10640645,The Gunman,40000000,0
93,652526,Alex Rider: Operation Stormbreaker,40000000,823
105,80050171,Disturbia,20000000,0
107,7564000,Hackers,20000000,12000
101,876671,The Hunting Party,25000000,0
111,2869369,The Hudsucker Proxy,30000000,0
113,128978,The Warlords,40000000,0
112,77231,Nomad: The Warrior,25000000,265
126,4563029,Snowpiercer,39200000,58000
90,,A Monster in Paris,25000000,0
93,463730,The Last Shot,,89
98,50693162,The Crow,23000000,15000
159,6498000,Baahubali: The Beginning,18026148,21000
107,63411478,The Time Traveler's Wife,39000000,13000
102,42640890,Because I Said So,,0
106,144512310,The Fast and the Furious,38000000,14000
87,35287788,Frankenweenie,39000000,25000
119,25335935,Serenity,40000000,14000
110,5881504,Against the Ropes,39000000,177
125,60000000,Superman III,39000000,0
113,29802761,Grudge Match,40000000,12000
150,626809,Red Cliff,553632000,0
108,127214072,Sweet Home Alabama,38000000,0
96,88915214,The Ugly Truth,38000000,9000
93,30400000,Sgt. Bilko,39000000,478
100,85570368,Spy Kids 2: Island of Lost Dreams,38000000,478
118,75668868,Star Trek: Generations,35000000,0
122,6594136,The Grandmaster,38600000,13000
120,58700247,Water for Elephants,38000000,33000
60,,3rd Rock from the Sun            ,,0
88,,Dragon Nest: Warriors' Dawn,40000000,0
146,50668906,The Hurricane,38000000,0
115,39177215,Enough,38000000,0
123,40334024,Heartbreakers,35000000,989
94,71038190,Paul Blart: Mall Cop 2,30000000,8000
102,24044532,Angel Eyes,38000000,689
98,22770864,Joe Somebody,38000000,168
133,18653746,The Ninth Gate,38000000,0
118,17305211,Extreme Measures,38000000,352
105,16991902,Rock Star,57000000,0
109,47536959,Precious,10000000,12000
129,10300000,White Squall,38000000,911
109,13782838,The Thing,15000000,23000
127,41997790,Riddick,38000000,39000
118,6482195,Switchback,37000000,389
110,623374,Texas Rangers,38000000,474
90,7871693,City of Ember,55000000,0
144,16377274,The Master,32000000,27000
97,,Virgin Territory,38000000,366
130,9589875,The Express,40000000,0
112,34912982,The 5th Wave,38000000,14000
133,109712885,Creed,35000000,70000
150,92173235,The Town,37000000,29000
110,41102171,What to Expect When You're Expecting,40000000,14000
96,60338891,Burn After Reading,37000000,0
96,48006503,Nim's Island,37000000,0
123,26903709,Rush,38000000,83000
188,22450975,Magnolia,37000000,13000
107,44867349,Cop Out,37000000,0
110,46813366,How to Be Single,38000000,15000
113,72279690,Dolphin Tale,37000000,0
122,191449475,Twilight,37000000,19000
116,71026631,John Q,36000000,0
93,68208190,Blue Streak,65000000,0
118,150368971,We're the Millers,37000000,35000
115,,Obitaemyy ostrov,29500000,240
93,50129186,Breakdown,36000000,0
121,55500000,Never Say Never Again,36000000,0
101,50213619,Hot Tub Time Machine,36000000,12000
107,42019483,Dolphin Tale 2,36000000,0
124,23360779,Reindeer Games,34000000,852
109,26183197,A Man Apart,36000000,0
105,20991497,Aloha,37000000,11000
130,13052741,Ghosts of Mississippi,36000000,591
127,14378353,Snow Falling on Cedars,36000000,846
114,33037754,The Rite,37000000,23000
106,12339633,Gattaca,36000000,17000
95,2954405,Isn't She Great,36000000,133
81,30105968,Space Chimps,37000000,279
95,37788228,Head of State,35200000,638
108,277313371,The Hangover,35000000,24000
105,2126511,Ip Man 3,36000000,12000
95,205399422,Austin Powers: The Spy Who Shagged Me,33000000,0
126,251188924,Batman,35000000,12000
102,1068392,There Be Dragons,36000000,2000
121,144731527,Lethal Weapon 3,35000000,0
129,255950375,The Blind Side,29000000,38000
43,,Rush Hour            ,,0
88,112692062,Spy Kids,35000000,0
106,117528646,Horrible Bosses,35000000,31000
110,171031347,True Grit,38000000,36000
109,124732962,The Devil Wears Prada,35000000,0
143,82300000,Star Trek: The Motion Picture,35000000,0
120,134455175,Identity Thief,35000000,17000
128,79100000,Cape Fear,35000000,0
123,81159365,21,35000000,0
129,110008260,Trainwreck,35000000,25000
105,67962333,Guess Who,35000000,919
162,78651430,The English Patient,27000000,0
138,64604977,L.A. Confidential,35000000,11000
100,63939454,Sky High,35000000,0
90,63826569,In & Out,35000000,0
108,60054449,Species,35000000,0
101,26505000,A Nightmare on Elm Street,1800000,10000
109,61280963,The Cell,33000000,0
132,56876365,The Man in the Iron Mask,35000000,0
123,59699513,Secretariat,35000000,0
87,54132596,TMNT,34000000,0
109,52277485,Radio,35000000,0
109,55802754,Friends with Benefits,35000000,41000
92,55291815,Neighbors 2: Sorority Rising,35000000,0
125,83299761,Saving Mr. Banks,35000000,39000
202,48169908,Malcolm X,33000000,0
134,67523385,This Is 40,35000000,18000
88,49474048,Old Dogs,35000000,0
92,45802315,Underworld: Rise of the Lycans,35000000,0
91,43792641,License to Wed,35000000,913
75,57651794,The Benchwarmers,33000000,0
98,43894863,Must Love Dogs,30000000,0
147,41954997,Donnie Brasco,35000000,0
100,39532308,Resident Evil,33000000,0
120,76600000,Poltergeist,10700000,11000
104,39692139,The Ladykillers,35000000,0
103,40687294,Max Payne,35000000,0
109,37553932,In Time,40000000,52000
104,37481242,The Back-up Plan,35000000,0
112,39026186,Something Borrowed,35000000,13000
60,,Hit the Floor            ,,265
95,33422806,Black Knight,50000000,0
102,,The Bad News Bears,,0
102,33423521,Street Fighter,35000000,0
150,32519322,The Pianist,35000000,21000
122,31598308,From Hell,35000000,0
101,37617947,The Nativity Story,30000000,0
108,32048809,House of Wax,30000000,0
98,33987757,Closer,27000000,12000
137,37304950,J. Edgar,35000000,16000
112,30691439,Mirrors,35000000,5000
101,30307804,Queen of the Damned,35000000,0
103,30669413,Predator 2,35000000,0
101,28687835,Untraceable,35000000,0
112,26494611,Blast from the Past,35000000,0
111,,Flash Gordon,20000000,12000
102,25266129,Jersey Girl,35000000,0
101,25863915,Alex Cross,35000000,11000
155,25078937,Midnight in the Garden of Good and Evil,30000000,0
93,,Heist,19000000,0
109,28995450,Nanny McPhee Returns,35000000,0
140,24276500,Hoffa,35000000,949
108,20981633,The X Files: I Want to Believe,30000000,0
96,22913677,Ella Enchanted,35000000,0
123,34531832,Concussion,35000000,23000
106,28064226,Abduction,35000000,13000
76,19447478,Valiant,35000000,538
107,19389454,Wonder Boys,55000000,0
82,25871834,Superhero Movie,35000000,0
109,19692608,Broken City,35000000,0
99,19294901,Cursed,35000000,0
91,20275446,Premium Rush,35000000,20000
87,34507079,Hot Pursuit,35000000,0
125,18306166,The Four Feathers,35000000,0
118,17609982,Parker,35000000,17000
98,16831505,Wimbledon,31000000,0
92,17596256,Furry Vengeance,35000000,0
93,,Bait,30000000,0
116,,Krull,27000000,0
92,14998070,Lions for Lambs,35000000,0
115,14587732,Flight of the Intruder,35000000,452
120,18317151,Walk Hard: The Dewey Cox Story,35000000,0
111,11405825,The Shipping News,35000000,0
94,13264986,American Outlaws,35000000,433
100,10991381,The Young Victoria,35000000,0
101,10268846,Whiteout,35000000,0
139,13303319,The Tree of Life,32000000,39000
91,10076136,Knock Off,35000000,471
109,10499968,Sabotage,35000000,10000
102,7659747,The Order,38000000,704
103,7948159,Punisher: War Zone,35000000,0
83,11631245,Zoom,35000000,494
123,10137502,The Walk,35000000,24000
101,6448817,Warriors of Virtue,35000000,0
117,7458269,A Good Year,35000000,9000
60,,Luther            ,,20000
114,4651977,Radio Flyer,35000000,892
330,4496583,"Blood In, Blood Out",35000000,6000
121,2221994,Smilla's Sense of Snow,35000000,561
114,6592103,Femme Fatale,35000000,675
156,,Lion of the Desert,35000000,0
135,1877179,The Horseman on the Roof,,262
148,630779,Ride with the Devil,35000000,633
148,5100937,Biutiful,,29000
109,,The Lovers,,677
93,,Bandidas,32000000,0
,,Black Water Transit,23000000,26
113,102413606,The Maze Runner,34000000,38000
91,10214013,Unfinished Business,35000000,0
139,32000000,The Age of Innocence,30000000,0
96,10139254,The Fountain,35000000,23000
102,11227940,Chill Factor,34000000,120
96,183125,Stolen,35000000,0
101,15081783,Ponyo,34000000,0
128,37432299,The Longest Ride,34000000,23000
109,10654581,The Astronaut's Wife,34000000,1000
114,6543194,I Dreamed of Africa,34000000,314
105,13101142,Playing for Keeps,35000000,0
141,8324748,Mandela: Long Walk to Freedom,35000000,13000
195,,Reds,35000000,0
138,141340178,A Few Good Men,40000000,0
101,51758599,Exit Wounds,33000000,742
99,117559438,Big Momma's House,30000000,1000
85,4091,Thunder and the House of Magic,34000000,0
89,21426805,The Darkest Hour,30000000,0
99,35057332,Step Up Revolution,33000000,19000
105,34014398,Snakes on a Plane,33000000,4000
97,28927720,The Watcher,33000000,463
140,33682273,The Punisher,33000000,4000
118,4280577,Goal! The Dream Begins,10000000,0
94,17120019,Safe,30000000,12000
124,8406264,Pushing Tin,38000000,783
134,309125409,Star Wars: Episode VI - Return of the Jedi,32500000,14000
113,10955425,Doomsday,30000000,0
124,34180954,The Reader,32000000,15000
98,17225675,Wanderlust,,0
97,173381405,Elf,33000000,21000
123,104632573,Phenomenon,32000000,0
99,81150692,Snow Dogs,35000000,0
101,60328558,Scrooged,32000000,11000
92,80197993,Nacho Libre,32000000,0
131,169076745,Bridesmaids,32500000,27000
107,101470202,This Is the End,32000000,97000
103,50041732,Stigmata,29000000,0
129,48814909,Men of Honor,32000000,0
107,57744720,Takers,20000000,0
89,21784432,The Big Wedding,35000000,0
113,37911876,"Big Mommas: Like Father, Like Son",32000000,0
93,54696902,Source Code,32000000,56000
120,36733909,Alive,32000000,0
98,35063732,The Number 23,32000000,10000
105,99462,The Young and Prodigious T.S. Spivet,33000000,5000
142,,1941,35000000,2000
98,32701088,Dreamer: Inspired by a True Story,32000000,0
96,31493782,A History of Violence,32000000,0
87,43095600,Transporter 2,32000000,0
107,18636537,The Quick and the Dead,32000000,0
90,17848322,Laws of Attraction,28000000,702
121,16640210,Bringing Out the Dead,55000000,0
119,13763130,Repo Men,32000000,12000
107,10956379,Dragon Wars: D-War,35000000,0
110,4357000,Bogus,30000000,350
100,22525921,The Incredible Burt Wonderstone,30000000,13000
75,3562749,Cats Don't Dance,32000000,643
132,2899970,Cradle Will Rock,32000000,625
105,1304837,The Good German,32000000,559
93,,George and the Dragon,32000000,290
289,78800000,Apocalypse Now,31500000,19000
102,17797316,Going the Distance,32000000,0
143,82528097,Mr. Holland's Opus,6500000,0
113,14268533,Criminal,31500000,0
161,87100000,Out of Africa,31000000,0
138,93749203,Flight,31000000,64000
126,62700000,Moonraker,34000000,0
99,59073773,The Grand Budapest Hotel,25000000,149000
101,24185781,Hearts in Atlantis,31000000,0
103,53133888,Arachnophobia,31000000,0
118,44983704,Frequency,31000000,0
116,118099659,Ghostbusters,144000000,62000
99,58879132,Vacation,31000000,28000
105,72077000,Get Shorty,30250000,0
113,170684505,Chicago,45000000,0
93,163479795,Big Daddy,34200000,0
108,145096820,American Pie 2,30000000,0
74,191796233,Toy Story,30000000,0
116,121248145,Speed,25000000,0
104,125014030,The Vow,30000000,32000
106,11854694,Extraordinary Measures,31000000,0
120,115648585,Remember the Titans,30000000,0
135,122012643,The Hunt for Red October,30000000,0
132,116631310,Lee Daniels' The Butler,30000000,41000
92,114324072,Dodgeball: A True Underdog Story,20000000,0
99,113502246,The Addams Family,38000000,5000
90,108360000,Ace Ventura: When Nature Calls,30000000,0
111,108244774,The Princess Diaries,37000000,0
103,105444419,The First Wives Club,26000000,0
127,100125340,Se7en,33000000,39000
112,115646235,District 9,30000000,22000
87,85416609,The SpongeBob SquarePants Movie,30000000,0
138,90135191,Mystic River,25000000,12000
132,100422786,Million Dollar Baby,30000000,14000
103,106694016,Analyze This,30000000,0
123,64286,The Notebook,29000000,57000
111,76806312,27 Dresses,30000000,0
102,79566871,Hannah Montana: The Movie,30000000,0
78,76501438,Rugrats in Paris: The Movie,30000000,181
132,74787599,The Prince of Tides,30000000,883
133,66528842,Legends of the Fall,30000000,11000
108,83813460,Up in the Air,25000000,19000
125,65010106,About Schmidt,30000000,0
98,66359959,Warm Bodies,35000000,81000
119,66468315,Looper,30000000,75000
87,64172251,Down to Earth,30000000,602
91,66600000,Babe,30000000,5000
100,63536011,Hope Springs,30000000,0
118,62877175,Forgetting Sarah Marshall,30000000,0
44,,Friday Night Lights            ,,0
109,74484168,Four Brothers,45000000,0
99,60269340,Baby Mama,30000000,0
114,60033780,Hope Floats,30000000,0
89,58715510,Bride Wars,30000000,0
95,58156435,Without a Paddle,19000000,0
98,56044241,13 Going on 30,37000000,0
94,56816662,Midnight in Paris,17000000,78000
85,64238770,The Nut Job,42000000,0
124,52937130,Blow,30000000,13000
131,52799004,Message in a Bottle,55000000,0
107,55210049,Star Trek V: The Final Frontier,27800000,0
99,51432423,Like Mike,30000000,1000
83,51109400,Naked Gun 33 1/3: The Final Insult,30000000,1000
131,50300000,A View to a Kill,30000000,0
85,56068547,The Curse of the Were-Rabbit,30000000,0
126,53680848,P.S. I Love You,30000000,20000
102,49186871,Racing Stripes,,771
123,50921738,Atonement,30000000,12000
105,53021560,Letters to Juliet,30000000,13000
125,45645204,Black Rain,30000000,0
92,44328238,The Three Stooges,,13000
77,53337608,Corpse Bride,40000000,0
118,42643187,Glory Road,,0
121,46875468,Sicario,30000000,59000
124,52418902,Southpaw,30000000,44000
99,42057340,Drag Me to Hell,30000000,11000
112,42478175,The Age of Adaline,25000000,34000
111,41407470,Secondhand Lions,30000000,0
107,42385520,Step Up 3D,30000000,16000
104,40118420,Blue Crush,30000000,0
113,40137776,Stranger Than Fiction,38000000,13000
113,39568996,30 Days of Night,32000000,0
95,42043633,The Cabin in the Woods,30000000,66000
86,38232624,Meet the Spartans,30000000,0
126,38413606,Midnight Run,30000000,0
101,38122105,The Running Man,27000000,0
102,38747385,Little Shop of Horrors,25000000,0
111,40247512,Hanna,30000000,38000
60,,The Family            ,,0
95,35927406,Mortal Kombat: Annihilation,30000000,1000
98,35565975,Larry Crowne,30000000,0
100,35266619,Carrie,30000000,39000
118,34703228,Take the Lead,30000000,0
28,,Entourage            ,,0
125,38432823,Gridiron Gang,30000000,0
94,32095318,What's the Worst That Could Happen?,45000000,304
79,31743332,9,30000000,13000
106,32154410,Side Effects,30000000,29000
111,28165882,The Prince and Me,,0
63,26687172,Winnie the Pooh,30000000,0
85,26096584,Dumb and Dumberer: When Harry Met Lloyd,19000000,1000
108,26525834,Bulworth,30000000,0
139,30513940,Get on Up,30000000,11000
127,23209440,One True Thing,30000000,592
106,24048000,Virtuosity,30000000,0
95,22526144,My Super Ex-Girlfriend,30000000,1000
118,30523568,Deliver Us from Evil,30000000,18000
108,23070045,Sanctum,30000000,11000
105,20422207,Little Black Book,35000000,484
131,28644770,The Five-Year Engagement,30000000,11000
104,21800302,Mr 3000,30000000,491
133,21129348,The Next Three Days,35000000,27000
94,18500966,Ultraviolet,30000000,0
109,19976073,Assault on Precinct 13,20000000,999
96,18967571,The Replacement Killers,30000000,629
105,17100000,Fled,25000000,204
99,17266505,Eight Legged Freaks,30000000,0
112,32357532,Love & Other Drugs,30000000,24000
108,16930884,88 Minutes,30000000,0
126,18324242,North Country,35000000,0
98,16323969,The Whole Ten Yards,40000000,462
104,16999046,Splice,26000000,12000
110,16295774,Howard the Duck,35000000,0
130,15709385,Pride and Glory,30000000,0
93,14888028,The Cave,30000000,0
96,14208384,Alex & Emma,30000000,625
114,12831121,Wicker Park,30000000,0
106,18298649,Fright Night,30000000,23000
150,12712093,The New World,30000000,0
100,11576087,Wing Commander,30000000,858
100,11900000,In Dreams,30000000,654
100,9353573,Dragonball: Evolution,45000000,0
107,12026670,The Last Stand,45000000,24000
102,14334645,Godsend,25000000,387
101,12189514,Chasing Liberty,23000000,0
86,10134754,Hoodwinked Too! Hood vs. Evil,30000000,0
108,8535575,An Unfinished Life,30000000,0
123,7689458,The Imaginarium of Doctor Parnassus,40000000,19000
134,7501404,Barney's Version,,0
511,,Trapped            ,,0
88,19316646,Runner Runner,30000000,0
109,10965209,Antitrust,30000000,0
122,26830000,Glory,18000000,0
251,5300000,Once Upon a Time in America,30000000,12000
118,10880926,Dead Man Down,30000000,0
131,3752725,The Merchant of Venice,18000000,0
109,3517797,The Good Thief,25000000,287
80,3101301,Supercross,,353
88,2975649,Miss Potter,30000000,0
103,668171,The Promise,60000000,445
87,480314,DOA: Dead or Alive,21000000,0
160,3904982,The Assassination of Jesse James by the Coward Robert Ford,30000000,0
121,127437,1911,18000000,0
91,,Little Nicholas,,0
92,,Wild Card,30000000,0
129,537580,Machine Gun Preacher,30000000,21000
93,,Animals United,,885
118,,The Color of Freedom,30000000,0
110,,United Passions,24000000,0
103,,Grace of Monaco,30000000,6000
85,,A Warrior's Tail,30000000,161
110,,Ripley's Game,30000000,447
89,,Sausage Party,19000000,13000
115,183436380,Pitch Perfect 2,29000000,40000
153,119518352,Walk the Line,28000000,11000
42,,12 Monkeys            ,,12000
128,37036404,Keeping the Faith,30000000,0
89,22359293,The Borrowers,29000000,0
122,18593156,Frost/Nixon,35000000,0
113,,Confessions of a Dangerous Mind,29000000,3000
99,16930185,Serving Sara,29000000,201
99,63034755,The Boss,29000000,0
147,5899797,Cry Freedom,29000000,0
112,4554569,Mumford,28000000,209
88,17016190,Seed of Chucky,12000000,0
94,6301131,The Jacket,29000000,0
90,217350219,Aladdin,28000000,0
167,161029270,Straight Outta Compton,28000000,76000
118,179870271,Indiana Jones and the Temple of Doom,28000000,0
83,100491683,The Rugrats Movie,24000000,418
104,74058698,Along Came a Spider,60000000,0
110,,Florence Foster Jenkins,29000000,0
102,55845943,Once Upon a Time in Mexico,29000000,0
131,81350242,Die Hard,28000000,25000
101,67266300,Role Models,28000000,0
130,70235322,The Big Short,28000000,99000
120,7443007,Taking Woodstock,30000000,0
135,64371181,Miracle,28000000,0
110,58885635,Dawn of the Dead,26000000,7000
103,60400856,The Wedding Planner,35000000,0
115,,Harlock: Space Pirate,30000000,0
110,52353636,The Royal Tenenbaums,21000000,0
91,51475962,Identity,30000000,11000
105,63910583,Last Vegas,28000000,27000
